x,y,filter_value,true_blob
-5.873273427530677715e+00,-4.561572676946807903e+00,1.887162176568109584e-01,0.000000000000000000e+00
-4.581226416698817694e+00,-4.610190832317094589e+00,-6.670851526134923271e-01,0.000000000000000000e+00
-3.833288139543911122e+00,-2.894029184240315633e+00,1.875278996539347931e-01,0.000000000000000000e+00
-6.712705584363901856e+00,-5.590571347888118048e+00,-7.612465052477361549e-02,0.000000000000000000e+00
-6.200686095422172528e+00,-4.869716483288309306e+00,1.575561438523563340e-01,0.000000000000000000e+00
-5.236018618156245807e+00,-3.860680132102517703e+00,3.276432913771618605e-01,0.000000000000000000e+00
-6.119201468014571432e+00,-4.320714236164066691e+00,5.308612948936636267e-01,0.000000000000000000e+00
-5.096864262200335283e+00,-5.951605406777130014e+00,-1.378761383916156547e+00,0.000000000000000000e+00
-5.028582182552520763e+00,-5.592053164909520646e+00,-1.143722095108154591e+00,0.000000000000000000e+00
-5.551705782156889590e+00,-6.205195639330217006e+00,-1.287006556392742640e+00,0.000000000000000000e+00
-7.254997746691501881e+00,-6.524077176086412244e+00,-4.552184095615219861e-01,0.000000000000000000e+00
-8.187900549553432938e+00,-5.200036331026451464e+00,1.160281976325063580e+00,0.000000000000000000e+00
-8.023327684489842682e+00,-6.457333414870946697e+00,8.297396360739238419e-02,0.000000000000000000e+00
-4.575831827154442699e+00,-4.853547347402956014e+00,-8.588487617353025572e-01,0.000000000000000000e+00
-8.796634539710257883e+00,-6.381007884556932908e+00,6.317337891000557315e-01,0.000000000000000000e+00
-5.261387661223162482e+00,-5.866018158504767932e+00,-1.208338074754206293e+00,0.000000000000000000e+00
-4.327587265563306751e+00,-6.825647381242220924e+00,-2.542367815309671819e+00,0.000000000000000000e+00
-8.770850743410544936e+00,-5.294448648567877669e+00,1.456356966617295967e+00,0.000000000000000000e+00
-7.711753784201654582e+00,-8.278738664925270996e+00,-1.524016292599731148e+00,0.000000000000000000e+00
-5.630415217412183537e+00,-4.485579388670344336e+00,9.374478148757284246e-02,0.000000000000000000e+00
-7.255211044468951265e+00,-6.016918671523312057e+00,-6.256431488861141643e-02,0.000000000000000000e+00
-7.868850073315785565e+00,-6.130856926807123131e+00,2.378317634185739271e-01,0.000000000000000000e+00
-6.952056074891492798e+00,-7.881929551177660365e+00,-1.697972281331438404e+00,0.000000000000000000e+00
-6.281899024147516997e+00,-4.862874534403836435e+00,2.142786156586279633e-01,0.000000000000000000e+00
-2.624686496807721703e+00,-4.319815682492350817e+00,-1.681302201321333012e+00,0.000000000000000000e+00
-7.754874685943877743e+00,-5.912790756585659224e+00,3.344321451276874302e-01,0.000000000000000000e+00
-8.465274807035562787e+00,-5.155074520704803653e+00,1.370724359491131139e+00,0.000000000000000000e+00
-8.936142276526833683e+00,-7.249279875291115616e+00,4.806991516305759299e-02,0.000000000000000000e+00
-5.782459050678025569e+00,-5.444222024178431596e+00,-5.519237825919143248e-01,0.000000000000000000e+00
-5.644906827896304158e+00,-4.140285597593195810e+00,3.701640668615518992e-01,0.000000000000000000e+00
-4.556616270569862515e+00,-5.085608120090897799e+00,-1.050621907206080730e+00,0.000000000000000000e+00
-7.055887449303527958e+00,-4.060200263365945972e+00,1.325632946641599252e+00,0.000000000000000000e+00
-6.375979757138146020e+00,-3.948531730407909279e+00,9.815163782500767597e-01,0.000000000000000000e+00
-2.609269395583476925e+00,-5.055850076006445093e+00,-2.260724083757669423e+00,0.000000000000000000e+00
-5.751170924050315492e+00,-4.651543312424132104e+00,4.176286812639025403e-02,0.000000000000000000e+00
-5.176870753163107963e+00,-7.385977632377734636e+00,-2.438241104150753458e+00,0.000000000000000000e+00
-7.723451914395777607e+00,-9.214515187481614689e+00,-2.240859664541046126e+00,0.000000000000000000e+00
-6.301525298345644011e+00,-8.292211575507616672e+00,-2.427453720227756850e+00,0.000000000000000000e+00
-3.656396913320559161e+00,-4.352022247685102485e+00,-1.052910683196541797e+00,0.000000000000000000e+00
-6.474630597103028684e+00,-5.419560109093364275e+00,-9.452733286237294252e-02,0.000000000000000000e+00
-6.215548824786354842e+00,-5.730179314840493809e+00,-4.989937034208478117e-01,0.000000000000000000e+00
-7.467005794406928132e+00,-5.393973134436586214e+00,5.536853699846070453e-01,0.000000000000000000e+00
-9.458802188012535694e+00,-8.533590487445389172e+00,-6.149636501527653287e-01,0.000000000000000000e+00
-6.294610530639476842e+00,-6.282343347014148094e+00,-8.762802265707840821e-01,0.000000000000000000e+00
-5.902686062762951380e+00,-6.771039103212648236e+00,-1.502691258156184428e+00,0.000000000000000000e+00
-2.996875423342615807e+00,-5.516390013407859172e+00,-2.371715545375542078e+00,0.000000000000000000e+00
-5.540416304596327279e+00,-5.718525386463759297e+00,-9.174934857052311488e-01,0.000000000000000000e+00
-4.157480995888247044e+00,-5.129541751552207707e+00,-1.337372201309181996e+00,0.000000000000000000e+00
-4.946880203019372146e+00,-5.013717183961770019e+00,-7.478515222409453100e-01,0.000000000000000000e+00
-9.721576512716035623e+00,-8.507251758789299956e+00,-4.281799661460613526e-01,0.000000000000000000e+00
-6.216727996558189417e+00,-6.258501165147594136e+00,-9.071455596675023214e-01,0.000000000000000000e+00
-5.091286290633524558e+00,-5.888007395663387378e+00,-1.333071421388946520e+00,0.000000000000000000e+00
-5.720906986376616210e+00,-7.469714346783475456e+00,-2.158545443336373548e+00,0.000000000000000000e+00
-6.687182453112368918e+00,-7.677932608008534388e+00,-1.707815345103378402e+00,0.000000000000000000e+00
-6.339512722905989328e+00,-8.289827612798440271e+00,-2.401553562101803596e+00,0.000000000000000000e+00
-6.194619037710192622e+00,-7.784002711340258784e+00,-2.101818844535061181e+00,0.000000000000000000e+00
-6.147004233769158610e+00,-4.938869554671708073e+00,7.004123604279602344e-02,0.000000000000000000e+00
-6.470391129534603714e+00,-8.022968281365614018e+00,-2.112138681672954377e+00,0.000000000000000000e+00
-7.792899722014138497e+00,-7.977582233550106316e+00,-1.239549399986168199e+00,0.000000000000000000e+00
-8.568044086321062736e+00,-6.107134804773311387e+00,6.989477446758042278e-01,0.000000000000000000e+00
-4.911234607123994955e+00,-5.365197847571372414e+00,-1.042454685747616461e+00,0.000000000000000000e+00
-5.071883862379295671e+00,-5.924494541375310064e+00,-1.373597264933117401e+00,0.000000000000000000e+00
-6.960289502593607125e+00,-7.382345191640387938e+00,-1.306101602135419926e+00,0.000000000000000000e+00
-7.342797683876359116e+00,-7.717697432420288273e+00,-1.323431281220399436e+00,0.000000000000000000e+00
-7.265543131827704393e+00,-6.015616241021485955e+00,-5.501362112721647213e-02,0.000000000000000000e+00
-8.148532536548653837e+00,-6.358242740665478898e+00,2.389503580389015502e-01,0.000000000000000000e+00
-8.400677710350748839e+00,-6.698292161642997122e+00,1.354344792659603891e-01,0.000000000000000000e+00
-6.115554419161966848e+00,-4.995963944525854572e+00,5.937405165760611600e-03,0.000000000000000000e+00
-6.792642935815857541e+00,-6.306599480952886694e+00,-5.796804987527232056e-01,0.000000000000000000e+00
-7.367518713860544466e+00,-7.815862374442343885e+00,-1.383752464224171197e+00,0.000000000000000000e+00
-7.201727033821224921e+00,-6.575236249623737983e+00,-5.285463764496185490e-01,0.000000000000000000e+00
-5.606096237107691671e+00,-5.290242008458011291e+00,-5.444294238424848276e-01,0.000000000000000000e+00
-6.489712722042768611e+00,-6.350409806433337856e+00,-8.054146791106229220e-01,0.000000000000000000e+00
-8.397393137026757159e+00,-5.583453827202618847e+00,9.961918296841418830e-01,0.000000000000000000e+00
-6.705080105967675230e+00,-5.170480635285287008e+00,2.441788817324315741e-01,0.000000000000000000e+00
-4.053475594172499363e+00,-6.037427791188127557e+00,-2.105897379287496651e+00,0.000000000000000000e+00
-7.594481791730282261e+00,-6.174369958472756714e+00,3.041417060260503610e-02,0.000000000000000000e+00
-5.617271903694470936e+00,-6.342094701855605088e+00,-1.351441639170161357e+00,0.000000000000000000e+00
-6.592493429189245191e+00,-5.380190498035131164e+00,1.057826432668098823e-02,0.000000000000000000e+00
-5.401898494387576299e+00,-6.358225309204818210e+00,-1.500308622258338609e+00,0.000000000000000000e+00
-8.335613463464342843e+00,-5.677637193064787979e+00,8.841767022421008759e-01,0.000000000000000000e+00
-7.082186612148979599e+00,-5.847172734803320004e+00,-4.075381733688462904e-02,0.000000000000000000e+00
-6.710180004418825561e+00,-8.338510699051475683e+00,-2.204511661789230637e+00,0.000000000000000000e+00
-5.617057126474833240e+00,-5.344672090620194993e+00,-5.796151338660403551e-01,0.000000000000000000e+00
-4.953730880720589091e+00,-5.757719948833035950e+00,-1.319339784731230703e+00,0.000000000000000000e+00
-8.426097837028546422e+00,-4.700226578859141746e+00,1.697948906193970986e+00,0.000000000000000000e+00
-5.964574529994239427e+00,-7.442495761581709779e+00,-1.983179923767640407e+00,0.000000000000000000e+00
-7.105420607598063931e+00,-5.829134194405590108e+00,-1.208011339206183955e-02,0.000000000000000000e+00
-5.190315928561554770e+00,-6.507985941439888400e+00,-1.750199033150606986e+00,0.000000000000000000e+00
-5.616819033112522952e+00,-8.117129725268361184e+00,-2.725529726648586948e+00,0.000000000000000000e+00
-8.647993472116411340e+00,-8.736823863966671766e+00,-1.285692324928539465e+00,0.000000000000000000e+00
-6.636939379175977649e+00,-4.249514290750335377e+00,9.138182231457593341e-01,0.000000000000000000e+00
-2.693111302277404917e+00,-5.398091579524136208e+00,-2.472512529769686829e+00,0.000000000000000000e+00
-7.100385221691730919e+00,-6.372814257153962103e+00,-4.360538630319028552e-01,0.000000000000000000e+00
-6.047813595028356914e+00,-7.882725080923899341e+00,-2.271188497190552713e+00,0.000000000000000000e+00
-6.169927185545742709e+00,-4.292258533334369019e+00,5.850062350813219902e-01,0.000000000000000000e+00
-7.995363057089733161e+00,-7.093137634476183173e+00,-4.268196118805647199e-01,0.000000000000000000e+00
-5.837978703476412790e+00,-5.644093127221897710e+00,-6.714583394383231152e-01,0.000000000000000000e+00
-6.930274079983203883e+00,-5.997545127864976955e+00,-2.533323847266661377e-01,0.000000000000000000e+00
-4.076967810822044846e+00,-3.456994290234524758e+00,-9.387587675627288852e-02,0.000000000000000000e+00
-6.216327445794191497e+00,-6.070558301090920317e+00,-7.619394520783419056e-01,0.000000000000000000e+00
-3.907031792880805821e+00,-6.457339470975692386e+00,-2.523624838006635951e+00,0.000000000000000000e+00
-7.927622712951899686e+00,-5.885841735340624048e+00,4.646801157205289190e-01,0.000000000000000000e+00
-4.151405143513889229e+00,-5.387264827237205900e+00,-1.540686316240183817e+00,0.000000000000000000e+00
-6.874570955765650027e+00,-7.825044065050635211e+00,-1.703011849737767314e+00,0.000000000000000000e+00
-5.473894867007810028e+00,-4.467311728894834744e+00,8.768569289833339983e-03,0.000000000000000000e+00
-8.035255063287429778e+00,-6.491051529484971994e+00,6.443044967983846405e-02,0.000000000000000000e+00
-6.949453620164331547e+00,-6.930253423120936063e+00,-9.630635682250542340e-01,0.000000000000000000e+00
-5.394066722367536926e+00,-5.408679997752139812e+00,-7.703604715430160121e-01,0.000000000000000000e+00
-5.817523179377735332e+00,-7.156088168799890958e+00,-1.854631149105640420e+00,0.000000000000000000e+00
-8.420080507951844595e+00,-5.918912008486641341e+00,7.509280223332504001e-01,0.000000000000000000e+00
-5.865018324454717380e+00,-3.777997381613915628e+00,7.899425937249340279e-01,0.000000000000000000e+00
-7.172487353232758878e+00,-5.429305276727589558e+00,3.398395936828501052e-01,0.000000000000000000e+00
-4.270846481487998503e+00,-4.921414330481774790e+00,-1.104503155014729288e+00,0.000000000000000000e+00
-5.909734362017817766e+00,-4.454203562922421256e+00,2.949037687503300309e-01,0.000000000000000000e+00
-5.935210708664169665e+00,-5.839796095875722237e+00,-7.613531003963313060e-01,0.000000000000000000e+00
-8.061259365468078641e+00,-5.424718805800335275e+00,9.061933514049769212e-01,0.000000000000000000e+00
-6.171248724986974743e+00,-5.458088179410204965e+00,-3.164592804111918678e-01,0.000000000000000000e+00
-5.545105476970956460e+00,-5.738562224199593942e+00,-9.300317813711875825e-01,0.000000000000000000e+00
-5.677556169993133395e+00,-5.023607367544435043e+00,-2.928144672946567661e-01,0.000000000000000000e+00
-7.035882141898344599e+00,-7.848830654848988786e+00,-1.619273315484913267e+00,0.000000000000000000e+00
-5.522621572576221993e+00,-6.925913565183457798e+00,-1.863228676379777404e+00,0.000000000000000000e+00
-8.563727523228616079e+00,-7.476443444080568490e+00,-3.635720824523826500e-01,0.000000000000000000e+00
-5.609094213544197238e+00,-6.078148646965024327e+00,-1.152337085831844021e+00,0.000000000000000000e+00
-9.497486667519249082e+00,-6.799472383266763842e+00,7.516661885769896356e-01,0.000000000000000000e+00
-4.413339436755804535e+00,-6.388734904920508662e+00,-2.149914699751784841e+00,0.000000000000000000e+00
-5.734992939149192281e+00,-4.721082186355197940e+00,-2.230176234054005030e-02,0.000000000000000000e+00
-4.256116105957113760e+00,-4.603487751704681052e+00,-8.677693892102948947e-01,0.000000000000000000e+00
-3.782841118074634856e+00,-2.827694417155623530e+00,2.069232164298191734e-01,0.000000000000000000e+00
-8.094330650524595328e+00,-8.321662161677281233e+00,-1.314975116784392606e+00,0.000000000000000000e+00
-6.126497556954556778e+00,-6.343132643687674488e+00,-1.029784034414512162e+00,0.000000000000000000e+00
-4.449356653103849091e+00,-4.558289971724832412e+00,-7.104210204238022852e-01,0.000000000000000000e+00
-6.255659947469583315e+00,-6.313979178997831454e+00,-9.254299908666611119e-01,0.000000000000000000e+00
-5.317948612596251401e+00,-6.242002859188202635e+00,-1.463517646374582704e+00,0.000000000000000000e+00
-6.008404787052377571e+00,-4.754578641790410565e+00,1.249081258743059003e-01,0.000000000000000000e+00
-3.505361199867915722e+00,-4.456075516635596756e+00,-1.229084991643424107e+00,0.000000000000000000e+00
-7.330650548601155947e+00,-8.699970691600308115e+00,-2.091360865074637143e+00,0.000000000000000000e+00
-6.608709440247439559e+00,-6.969705928805238315e+00,-1.209370214504876584e+00,0.000000000000000000e+00
-6.536619225825216262e+00,-6.858322368748599018e+00,-1.168814343267690070e+00,0.000000000000000000e+00
-6.551784590587464763e+00,-7.302205514859295477e+00,-1.502757662122906179e+00,0.000000000000000000e+00
-7.373766285628041040e+00,-4.663743262294142156e+00,1.059809329121744303e+00,0.000000000000000000e+00
-7.502803488091686290e+00,-6.145034110434705710e+00,-4.935302090665282491e-03,0.000000000000000000e+00
-4.063349924650818679e+00,-4.713942615222608268e+00,-1.075323567749230769e+00,0.000000000000000000e+00
-4.616552025130437720e+00,-5.502189626135778333e+00,-1.335084619747288315e+00,0.000000000000000000e+00
-4.191250805464806106e+00,-4.175039337961779395e+00,-5.772437716100141669e-01,0.000000000000000000e+00
-6.259816152714263282e+00,-8.232749544418423326e+00,-2.407844454453954786e+00,0.000000000000000000e+00
-6.471041433671605780e+00,-5.208817391269905173e+00,6.630573793085295375e-02,0.000000000000000000e+00
-6.161945627520254654e+00,-4.068931715733105747e+00,7.527974315047981646e-01,0.000000000000000000e+00
-6.055304347978251123e+00,-5.902916010025669458e+00,-7.341573878945686360e-01,0.000000000000000000e+00
-4.348071440356956252e+00,-6.059850741801355412e+00,-1.936702562927466342e+00,0.000000000000000000e+00
-5.277208852621755319e+00,-4.849654089641881605e+00,-4.116971087293064269e-01,0.000000000000000000e+00
-8.424668535735989394e+00,-6.577463295359489592e+00,2.441427595339406287e-01,0.000000000000000000e+00
-4.682012317991066652e+00,-5.793626820264889510e+00,-1.519192632202190918e+00,0.000000000000000000e+00
-4.513594270373364914e+00,-7.749804125922025833e+00,-3.139839008764293560e+00,0.000000000000000000e+00
-8.234659482005147524e+00,-5.291392119413522721e+00,1.119186020138928539e+00,0.000000000000000000e+00
-4.754623820270115431e+00,-6.111691426299875829e+00,-1.719380708410752412e+00,0.000000000000000000e+00
-5.006785191113424460e+00,-5.008432117953883100e+00,-7.058270045413045368e-01,0.000000000000000000e+00
-7.614912156594856540e+00,-7.005639949689386192e+00,-6.000160276071938581e-01,0.000000000000000000e+00
-5.253879942295252903e+00,-4.841429873253054517e+00,-4.201046640492102080e-01,0.000000000000000000e+00
-7.906207051822386589e+00,-6.422328078872471480e+00,3.590138829060423448e-02,0.000000000000000000e+00
-6.169587226620498299e+00,-5.514186613452210395e+00,-3.609291964659819274e-01,0.000000000000000000e+00
-6.286424265415123003e+00,-6.683659235254899578e+00,-1.192065440062107795e+00,0.000000000000000000e+00
-4.334351780636430895e+00,-6.486786984912414233e+00,-2.275820791582220615e+00,0.000000000000000000e+00
-7.248498180643064615e+00,-8.033186499352748200e+00,-1.627320356441430471e+00,0.000000000000000000e+00
-6.848082070941612365e+00,-5.461948786103071996e+00,1.091492272242545747e-01,0.000000000000000000e+00
-5.203308472617086622e+00,-5.202513468964568233e+00,-7.315917142817814911e-01,0.000000000000000000e+00
-4.102120438636633892e+00,-3.307710111739206926e+00,3.759129730222320054e-02,0.000000000000000000e+00
-7.968893054260105302e+00,-8.136458503410521459e+00,-1.251067219903384986e+00,0.000000000000000000e+00
-7.980183061826657820e+00,-7.037147744200217936e+00,-3.930983742763939914e-01,0.000000000000000000e+00
-7.463376327933785248e+00,-6.029072980936469150e+00,5.984689273384843217e-02,0.000000000000000000e+00
-3.288555359901659703e+00,-3.887527922954053583e+00,-9.263430825842111638e-01,0.000000000000000000e+00
-4.147685714410755509e+00,-3.247763455405490163e+00,1.128411040782042324e-01,0.000000000000000000e+00
-7.368637758679162708e+00,-8.094104760987995917e+00,-1.598391568770790139e+00,0.000000000000000000e+00
-5.286871190647868701e+00,-8.140266279503101998e+00,-2.952371874339447366e+00,0.000000000000000000e+00
-6.910198568973298094e+00,-5.463110162876475329e+00,1.475848851454580613e-01,0.000000000000000000e+00
-6.254167675511363100e+00,-6.254048175596699011e+00,-8.799909163330614792e-01,0.000000000000000000e+00
-7.835625745587678104e+00,-6.190621491714671798e+00,1.705376423013355847e-01,0.000000000000000000e+00
-4.434339184188413441e+00,-5.824490731019307255e+00,-1.699915969167815843e+00,0.000000000000000000e+00
-7.910619343742309795e+00,-7.683956957692822165e+00,-9.377514613727664372e-01,0.000000000000000000e+00
-7.058704727373967813e+00,-5.631021996925388962e+00,1.116680071459193457e-01,0.000000000000000000e+00
-5.867670043640283772e+00,-6.949093536390629211e+00,-1.662671252942636846e+00,0.000000000000000000e+00
-9.216670722236107949e+00,-5.806597958707103047e+00,1.342285327997135846e+00,0.000000000000000000e+00
-7.046915228903997352e+00,-5.273328011077182964e+00,3.810423224149022681e-01,0.000000000000000000e+00
-7.665920172132916655e+00,-7.348292013406423351e+00,-8.329138903633465096e-01,0.000000000000000000e+00
-4.583733928734459617e+00,-3.029900176378101495e+00,5.575801867937888456e-01,0.000000000000000000e+00
-4.770893864166385612e+00,-5.717371377325199511e+00,-1.403891021640327752e+00,0.000000000000000000e+00
-6.319338049352297482e+00,-8.135067096399851039e+00,-2.294550896506941662e+00,0.000000000000000000e+00
-2.555002448828361139e+00,-3.831286379368821216e+00,-1.347327953852796911e+00,0.000000000000000000e+00
-5.323573732824787186e+00,-5.772183342212507284e+00,-1.096335363199615331e+00,0.000000000000000000e+00
-8.514614483996595595e+00,-6.506863450688000761e+00,3.557411981592001893e-01,0.000000000000000000e+00
-3.156084589376109584e+00,-5.566871220494773453e+00,-2.309968583585302326e+00,0.000000000000000000e+00
-7.754237352630245717e+00,-8.282285294936301057e+00,-1.499859031790377051e+00,0.000000000000000000e+00
-3.895568022531080032e+00,-5.880558892124949644e+00,-2.084480591570664121e+00,0.000000000000000000e+00
-9.185070313748155968e+00,-7.418842180593852476e+00,7.446657152736999019e-02,0.000000000000000000e+00
-8.046055689761088203e+00,-6.356310109743684933e+00,1.755539198351992458e-01,0.000000000000000000e+00
-5.930233129239393719e+00,-6.597920484906232730e+00,-1.351260996386328239e+00,0.000000000000000000e+00
-4.756176655209112702e+00,-5.784940209936415556e+00,-1.465505905717283675e+00,0.000000000000000000e+00
-4.532012841868557906e+00,-6.287145739810078737e+00,-1.996140539078691267e+00,0.000000000000000000e+00
-7.913311762269479743e+00,-7.418375186383078024e+00,-7.304975697736497686e-01,0.000000000000000000e+00
-7.186726171592065171e+00,-8.181061222565375601e+00,-1.780885448350720601e+00,0.000000000000000000e+00
-6.496079476849296874e+00,-8.337445285381836158e+00,-2.339263622073984195e+00,0.000000000000000000e+00
-6.425035939759468739e+00,-7.664814041511856857e+00,-1.863663213647426931e+00,0.000000000000000000e+00
-6.288734581872963858e+00,-5.301518512191564447e+00,-1.208845592325253071e-01,0.000000000000000000e+00
-2.967741850382230595e+00,-7.001894998394993408e+00,-3.539881450872987223e+00,0.000000000000000000e+00
-6.594871383998678560e+00,-6.927245960883386289e+00,-1.185270792568241083e+00,0.000000000000000000e+00
-7.705785664954005298e+00,-7.024197210846049977e+00,-5.568340157063433882e-01,0.000000000000000000e+00
-4.966724894877934560e+00,-6.486459858942433598e+00,-1.875125056569601822e+00,0.000000000000000000e+00
-2.305575689732807465e+00,-5.142629025390954567e+00,-2.520197616258923023e+00,0.000000000000000000e+00
-7.748869115892355275e+00,-6.609883076857458128e+00,-2.088904982739122340e-01,0.000000000000000000e+00
-6.842828508088627082e+00,-5.120191232322605757e+00,3.703282259985153368e-01,0.000000000000000000e+00
-9.210584157894047053e+00,-7.922006174029550429e+00,-2.988045436005681288e-01,0.000000000000000000e+00
-6.575423087492006324e+00,-5.235048426389464105e+00,1.121024446430405191e-01,0.000000000000000000e+00
-3.398485478638280988e+00,-4.089363220310530345e+00,-1.012943078738632652e+00,0.000000000000000000e+00
-5.220252412260338204e+00,-6.024141692455395436e+00,-1.356767332186019415e+00,0.000000000000000000e+00
-5.340580299629166916e+00,-7.311431899942538948e+00,-2.276878818959890083e+00,0.000000000000000000e+00
-8.640899905281905546e+00,-5.730901611194322953e+00,1.036271228854985349e+00,0.000000000000000000e+00
-7.591454912663458288e+00,-6.232485177779178542e+00,-1.648126178605384753e-02,0.000000000000000000e+00
-5.690518345807989320e+00,-5.671906498646206884e+00,-7.863621723081182235e-01,0.000000000000000000e+00
-4.130385521140303773e+00,-4.819237283856578458e+00,-1.114367672116107766e+00,0.000000000000000000e+00
-5.918757536124783059e+00,-6.523269090511603530e+00,-1.300750784024686579e+00,0.000000000000000000e+00
-6.131073970889163505e+00,-6.729098707542203961e+00,-1.325607328532247609e+00,0.000000000000000000e+00
-5.492483455111738522e+00,-5.409865273570533262e+00,-7.089566300469526405e-01,0.000000000000000000e+00
-6.583458297782127211e+00,-4.830730326817219478e+00,4.301155878153630208e-01,0.000000000000000000e+00
-4.437901467544150158e+00,-4.926768443281630105e+00,-1.002861479475279927e+00,0.000000000000000000e+00
-5.149823519648746739e+00,-4.675028693278517444e+00,-3.572097153506212375e-01,0.000000000000000000e+00
-3.887338485541515620e+00,-5.455373571318171244e+00,-1.760616562836264221e+00,0.000000000000000000e+00
-5.730363661393120367e+00,-4.898978116206597733e+00,-1.629170493643351814e-01,0.000000000000000000e+00
-7.760374365475266600e+00,-7.033069146753120116e+00,-5.291328871685853086e-01,0.000000000000000000e+00
-6.953294065690669434e+00,-8.184691386980416539e+00,-1.931513071513149660e+00,0.000000000000000000e+00
-5.198684269709604067e+00,-7.079503068297765545e+00,-2.187229735245261875e+00,0.000000000000000000e+00
-6.837450881167608685e+00,-6.337323147824977632e+00,-5.750852206861583049e-01,0.000000000000000000e+00
-6.110932064777168549e+00,-6.423673572293219891e+00,-1.101975931864063840e+00,0.000000000000000000e+00
-6.134238939402247404e+00,-6.084640197572570131e+00,-8.248197830400940678e-01,0.000000000000000000e+00
-7.079495213141428600e+00,-7.033547715692525237e+00,-9.606616889485276589e-01,0.000000000000000000e+00
-5.375918268382168463e+00,-8.468286039180037861e+00,-3.149857186890996363e+00,0.000000000000000000e+00
-6.553308232406806155e+00,-6.616981613706691689e+00,-9.714587946584495315e-01,0.000000000000000000e+00
-6.078019593833450251e+00,-7.755047272639787437e+00,-2.153243745586931546e+00,0.000000000000000000e+00
-6.825847145922464776e+00,-6.202917468673735613e+00,-4.784088879180398157e-01,0.000000000000000000e+00
-4.175293420528076282e+00,-5.424257749950151641e+00,-1.554190299043215262e+00,0.000000000000000000e+00
-8.078145086207065617e+00,-6.786869130031154107e+00,-1.373601581579781128e-01,0.000000000000000000e+00
-5.227007836337462798e+00,-7.368060879504730210e+00,-2.392625606727396104e+00,0.000000000000000000e+00
-6.126458842240312563e+00,-6.023197205913700003e+00,-7.821921826956330648e-01,0.000000000000000000e+00
-6.414851182459802459e+00,-5.499703269707385545e+00,-1.944093014323675928e-01,0.000000000000000000e+00
-6.923892740340188645e+00,-5.455260178033637608e+00,1.623321050289815437e-01,0.000000000000000000e+00
-4.944261243252549676e+00,-6.604336906404832064e+00,-1.980581690978029163e+00,0.000000000000000000e+00
-6.532427698534162275e+00,-7.127304984646372077e+00,-1.379649635680164632e+00,0.000000000000000000e+00
-7.255428192427229028e+00,-4.875666281182225781e+00,8.208538091423684957e-01,0.000000000000000000e+00
-8.065507630373689452e+00,-9.100115552517635820e+00,-1.935716626303760401e+00,0.000000000000000000e+00
-3.664745618966187557e+00,-6.737815730354213883e+00,-2.894126247585466327e+00,0.000000000000000000e+00
-5.561424965062290227e+00,-3.985822824694311262e+00,4.368477870542576968e-01,0.000000000000000000e+00
-6.301368547091773742e+00,-6.225432066880475013e+00,-8.279538944995483707e-01,0.000000000000000000e+00
-8.721085068867109769e+00,-8.227768081217037732e+00,-8.454205249550132972e-01,0.000000000000000000e+00
-6.076493823086551060e+00,-5.571445722095800690e+00,-4.641955626879289976e-01,0.000000000000000000e+00
-5.767066157507910518e+00,-6.555747539354904063e+00,-1.421944429970186885e+00,0.000000000000000000e+00
-6.887205408676223328e+00,-8.293473824257917570e+00,-2.057555867998096755e+00,0.000000000000000000e+00
-5.206038195536985214e+00,-5.729217640933121025e+00,-1.137509688987872858e+00,0.000000000000000000e+00
-2.937085790802047125e+00,-5.694601307836261839e+00,-2.547504532289159407e+00,0.000000000000000000e+00
-7.486499062870832333e+00,-6.204804320432935505e+00,-6.151947059197825779e-02,0.000000000000000000e+00
-6.290735755639348170e+00,-5.505785134039378192e+00,-2.777109833414996287e-01,0.000000000000000000e+00
-6.588290654852283268e+00,-7.570899567057026935e+00,-1.687598365607815509e+00,0.000000000000000000e+00
-8.403947995384221770e+00,-5.916726239937832865e+00,7.424039972463514214e-01,0.000000000000000000e+00
-3.816498519316819937e+00,-5.693347963774964882e+00,-1.989657124575700875e+00,0.000000000000000000e+00
-4.232984524321878439e+00,-4.611993954157468600e+00,-8.890006183269829609e-01,0.000000000000000000e+00
-5.993718382948967971e+00,-6.978095582957560161e+00,-1.605299026725518940e+00,0.000000000000000000e+00
-5.093736024379134975e+00,-4.461862677742564287e+00,-2.277450432500751631e-01,0.000000000000000000e+00
-4.804546976705805328e+00,-4.985209739024193176e+00,-8.159187548608610729e-01,0.000000000000000000e+00
-6.818123554495071126e+00,-6.322324135935626366e+00,-5.757154195872558056e-01,0.000000000000000000e+00
-6.209696333163966742e+00,-6.081981599806050021e+00,-7.749796686088070707e-01,0.000000000000000000e+00
-5.992413815745578631e+00,-6.094789723931292258e+00,-9.224841109561957575e-01,0.000000000000000000e+00
-7.789943160944698519e+00,-5.366016150482291636e+00,7.798190261576208870e-01,0.000000000000000000e+00
-7.301491622191212727e+00,-6.554965840483188089e+00,-4.496832378521152251e-01,0.000000000000000000e+00
-2.629401218211704805e+00,-4.460215651913073565e+00,-1.786980242698887666e+00,0.000000000000000000e+00
-4.919156777002868353e+00,-5.437855790822727187e+00,-1.093672213923962522e+00,0.000000000000000000e+00
-5.255565402105230710e+00,-3.525480421654174634e+00,5.994513162439880638e-01,0.000000000000000000e+00
-5.131415128250255364e+00,-6.816612247740529540e+00,-2.026360828271659642e+00,0.000000000000000000e+00
