point_id,time,x,y,z,strand,mass_regime
P07138,0.58774684,5.87640166,0.26276865,0.49370993,middle,return_to_balanced
P07139,0.58777206,5.89126261,0.13532374,0.47422248,middle,return_to_balanced
P07140,0.58781998,5.84422488,5.06802702,0.10156458,upper,return_to_balanced
P07141,0.58783354,5.82110648,0.14159595,0.29590815,middle,return_to_balanced
P07142,0.58784455,5.86931933,0.07091166,0.43231427,middle,return_to_balanced
P07143,0.58786623,5.87915566,0.02929671,0.39793368,middle,return_to_balanced
P07144,0.58798827,5.87200075,0.09036435,0.44961676,middle,return_to_balanced
P07145,0.58800603,5.89629111,5.1084575,0.16123659,upper,return_to_balanced
P07146,0.58822288,5.90311316,-4.80524576,0.51811634,lower,return_to_balanced
P07147,0.58825651,5.82830522,5.08130383,0.23485174,upper,return_to_balanced
P07148,0.58840394,5.91467904,-0.02766747,0.51839388,middle,return_to_balanced
P07149,0.58846424,5.91879096,0.11999153,0.36348499,middle,return_to_balanced
P07150,0.58856451,5.87213414,-4.91010275,0.34825253,lower,return_to_balanced
P07151,0.58860752,5.87121867,5.09197749,0.2709269,upper,return_to_balanced
P07152,0.58864241,5.90556547,-4.75600305,0.49914148,lower,return_to_balanced
P07153,0.58873108,5.8790123,-4.8433081,0.373532,lower,return_to_balanced
P07154,0.58875376,5.89806562,0.01855061,0.40095925,middle,return_to_balanced
P07155,0.58879991,5.84772206,-4.81538303,0.45455299,lower,return_to_balanced
P07156,0.58892413,5.90542275,-4.82862632,0.36924853,lower,return_to_balanced
P07157,0.58893741,5.85544718,0.03205757,0.41372967,middle,return_to_balanced
P07158,0.58908324,5.91917079,0.06806528,0.47994925,middle,return_to_balanced
P07159,0.58910474,5.92368442,5.21821532,0.18477528,upper,return_to_balanced
P07160,0.58914283,5.91656579,-4.80051937,0.31306601,lower,return_to_balanced
P07161,0.58936602,5.8671354,5.13906069,0.34139963,upper,return_to_balanced
P07162,0.58961753,5.93018523,0.05986971,0.31199041,middle,return_to_balanced
P07163,0.58961773,5.89960892,-4.89636697,0.26992314,lower,return_to_balanced
P07164,0.58966575,5.89224204,-0.05465968,0.41775516,middle,return_to_balanced
P07165,0.58969301,5.8767971,-4.97573448,0.4508369,lower,return_to_balanced
P07166,0.58970399,5.88487667,-5.09174704,0.44802396,lower,return_to_balanced
P07167,0.58991106,5.94496015,-0.00871285,0.41041836,middle,return_to_balanced
P07168,0.58991494,5.88349416,0.12290614,0.3874836,middle,return_to_balanced
P07169,0.58997768,5.87595895,0.44649618,0.46915798,middle,return_to_balanced
P07170,0.5900908,5.91456224,0.08595844,0.37033433,middle,return_to_balanced
P07171,0.59017587,5.90091976,-4.63050207,0.34643325,lower,return_to_balanced
P07172,0.59022121,5.91078627,0.10391585,0.29977523,middle,return_to_balanced
P07173,0.59051872,5.92042293,4.95117628,0.21749497,upper,return_to_balanced
P07174,0.59071758,5.88349849,-0.00414514,0.48721806,middle,return_to_balanced
P07175,0.59073055,5.92105005,0.07309285,0.39498851,middle,return_to_balanced
P07176,0.59075736,5.8750107,-5.10371326,0.58338216,lower,return_to_balanced
P07177,0.59113838,5.88389401,0.04295442,0.42360337,middle,return_to_balanced
P07178,0.59115189,5.92361295,0.06505173,0.51125059,middle,return_to_balanced
P07179,0.59139763,5.95245514,0.24705723,0.59567755,middle,return_to_balanced
P07180,0.59153659,5.89923825,-0.00541897,0.27764098,middle,return_to_balanced
P07181,0.59156963,5.94292966,0.06934684,0.52904824,middle,return_to_balanced
P07182,0.59162251,5.88089852,0.1006882,0.30455955,middle,return_to_balanced
P07183,0.59164462,5.90476281,-4.71106248,0.407834,lower,return_to_balanced
P07184,0.59168115,5.90187688,0.10759669,0.44287065,middle,return_to_balanced
P07185,0.59170979,5.91335251,0.12168767,0.29744009,middle,return_to_balanced
P07186,0.59178935,5.9368848,-0.0260693,0.47910206,middle,return_to_balanced
P07187,0.59189847,5.88597548,0.09656871,0.57950243,middle,return_to_balanced
P07188,0.59208186,5.90488451,-4.78663675,0.41018777,lower,return_to_balanced
P07189,0.59237195,5.93993589,5.20400837,0.38889578,upper,return_to_balanced
P07190,0.59238503,5.87765945,5.12739855,0.1740682,upper,return_to_balanced
P07191,0.59240432,5.91232502,0.14761866,0.41773693,middle,return_to_balanced
P07192,0.59243517,5.91178245,4.96128748,0.0841812,upper,return_to_balanced
P07193,0.59259467,5.96489473,5.04606391,0.22080693,upper,return_to_balanced
P07194,0.59305097,5.96315635,0.26234096,0.43280994,middle,return_to_balanced
P07195,0.59309817,5.94549238,0.25591673,0.40914771,middle,return_to_balanced
P07196,0.59324527,5.92977855,-5.09645201,0.44708397,lower,return_to_balanced
P07197,0.59337282,5.89710682,0.19208514,0.48575609,middle,return_to_balanced
P07198,0.59358077,5.94765424,0.19835499,0.36766252,middle,return_to_balanced
P07199,0.59370005,5.89393454,0.1305733,0.41702301,middle,return_to_balanced
P07200,0.59389684,5.94711591,0.16101121,0.4460324,middle,return_to_balanced
P07201,0.59395338,5.89508043,0.20622466,0.41942345,middle,return_to_balanced
P07202,0.59400107,5.94022543,0.12233533,0.44099029,middle,return_to_balanced
P07203,0.59404485,5.90261804,5.01862187,0.23404425,upper,return_to_balanced
P07204,0.5940961,5.9130055,0.20660506,0.46692161,middle,return_to_balanced
P07205,0.59426644,5.93276649,0.13291043,0.40731932,middle,return_to_balanced
P07206,0.59427698,5.92065697,5.02315282,0.25492618,upper,return_to_balanced
P07207,0.5943373,5.92968237,-5.08448481,0.32156519,lower,return_to_balanced
P07208,0.59438094,5.94449875,0.06962812,0.21138133,middle,return_to_balanced
P07209,0.59443575,5.90826998,0.10115697,0.41779397,middle,return_to_balanced
P07210,0.59486721,5.95322016,5.08138956,0.18181243,upper,return_to_balanced
P07211,0.59524118,5.97892521,-5.02260968,0.40343598,lower,return_to_balanced
P07212,0.59527125,5.97256691,5.19122521,0.09043088,upper,return_to_balanced
P07213,0.59528229,5.99672646,0.27707587,0.37767885,middle,return_to_balanced
P07214,0.59528346,5.94212582,-4.93780932,0.43013467,lower,return_to_balanced
P07215,0.595293,5.94673481,5.02949921,0.16596193,upper,return_to_balanced
P07216,0.59543821,5.96569358,0.12343633,0.54083544,middle,return_to_balanced
P07217,0.59549369,5.97433413,-5.00277377,0.29217337,lower,return_to_balanced
P07218,0.59553799,5.96047204,0.0324505,0.45620116,middle,return_to_balanced
P07219,0.59561947,5.97648214,0.14452823,0.43558628,middle,return_to_balanced
P07220,0.59577938,5.94930087,-0.01586468,0.38252804,middle,return_to_balanced
P07221,0.59584249,5.94791735,0.25570081,0.4315112,middle,return_to_balanced
P07222,0.59587702,5.92006074,0.13939657,0.35475436,middle,return_to_balanced
P07223,0.59591683,5.97794552,0.00141524,0.41217369,middle,return_to_balanced
P07224,0.59598391,5.95211762,0.08711258,0.32955353,middle,return_to_balanced
P07225,0.59606823,5.96969915,5.04072777,0.14675232,upper,return_to_balanced
P07226,0.59617027,5.95406224,-4.84932029,0.39019934,lower,return_to_balanced
P07227,0.59640623,5.9364402,5.02826465,0.27680997,upper,return_to_balanced
P07228,0.59641034,5.97473959,-4.93274719,0.48739335,lower,return_to_balanced
P07229,0.59648614,5.97054648,-0.0326752,0.3665649,middle,return_to_balanced
P07230,0.59652336,5.99272579,4.90008896,0.17611744,upper,return_to_balanced
P07231,0.59653639,5.96083601,4.91681108,0.11211116,upper,return_to_balanced
P07232,0.59680799,5.91920724,-5.02931057,0.30383617,lower,return_to_balanced
P07233,0.5968119,5.93754213,-4.83321723,0.22621939,lower,return_to_balanced
P07234,0.59682122,5.97784947,-4.85007019,0.45640021,lower,return_to_balanced
P07235,0.59687888,5.95904367,0.09175258,0.35542701,middle,return_to_balanced
P07236,0.59696089,5.99514753,0.27060601,0.45847567,middle,return_to_balanced
P07237,0.59713274,5.95185232,-4.95204133,0.51791768,lower,return_to_balanced
P07238,0.59722464,5.96513515,0.06099687,0.33509271,middle,return_to_balanced
P07239,0.59728642,6.03362124,0.1252746,0.43675792,middle,return_to_balanced
P07240,0.59729332,5.99578627,-4.77651241,0.35353058,lower,return_to_balanced
P07241,0.59754669,5.9147983,4.98159923,0.25363818,upper,return_to_balanced
P07242,0.59767879,5.9863838,-5.10497263,0.27754022,lower,return_to_balanced
P07243,0.59789591,6.02087255,-4.97057124,0.40475738,lower,return_to_balanced
P07244,0.5979255,5.95984884,5.08069516,0.14701636,upper,return_to_balanced
P07245,0.59801108,5.97540039,0.19683627,0.42427334,middle,return_to_balanced
P07246,0.59805327,6.00326401,5.17061032,0.14980806,upper,return_to_balanced
P07247,0.59807856,6.01740745,0.29425189,0.42555932,middle,return_to_balanced
P07248,0.5981191,5.99783773,0.09966773,0.41150139,middle,return_to_balanced
P07249,0.59817736,5.95987013,5.07976835,0.29566778,upper,return_to_balanced
P07250,0.59821188,5.98357971,0.1259627,0.32472208,middle,return_to_balanced
P07251,0.59831341,6.02885157,0.14787558,0.60508263,middle,return_to_balanced
P07252,0.59846985,5.95995316,0.24459968,0.45342763,middle,return_to_balanced
P07253,0.59849336,5.95720364,-4.80091767,0.35484917,lower,return_to_balanced
P07254,0.59859609,5.97865035,5.10956944,0.21625036,upper,return_to_balanced
P07255,0.59863325,5.97046016,0.23589217,0.41175506,middle,return_to_balanced
P07256,0.59865954,5.95906677,-4.91513282,0.47086266,lower,return_to_balanced
P07257,0.59867341,5.98457692,-4.80367554,0.47290329,lower,return_to_balanced
P07258,0.59868761,5.98236473,0.08318746,0.41190081,middle,return_to_balanced
P07259,0.59869642,6.01344187,4.87328429,0.30169841,upper,return_to_balanced
P07260,0.59869942,6.02358848,0.09668213,0.46356978,middle,return_to_balanced
P07261,0.59876863,6.02069367,0.14710087,0.2970337,middle,return_to_balanced
P07262,0.59882507,5.96441158,-4.88798584,0.45803294,lower,return_to_balanced
P07263,0.59887799,6.01677727,0.11015672,0.32151342,middle,return_to_balanced
P07264,0.59903301,5.99986584,-0.0066654,0.309028,middle,return_to_balanced
P07265,0.59911341,6.00719424,0.0723692,0.42997497,middle,return_to_balanced
P07266,0.59913789,5.97420121,-4.91008636,0.34025834,lower,return_to_balanced
P07267,0.59914151,6.03103278,0.11827807,0.29453839,middle,return_to_balanced
P07268,0.59916841,5.96426736,-0.04015911,0.36442353,middle,return_to_balanced
P07269,0.59944676,6.01612295,4.96811525,0.33763796,upper,return_to_balanced
P07270,0.59947461,6.04913818,4.90667563,0.22063803,upper,return_to_balanced
P07271,0.59954488,5.98832699,0.03540367,0.37267471,middle,return_to_balanced
P07272,0.59956451,5.99115575,0.14326524,0.43172695,middle,return_to_balanced
P07273,0.59963492,6.01483441,-4.99679354,0.38730183,lower,return_to_balanced
P07274,0.59970398,5.98722198,0.09477059,0.40065366,middle,return_to_balanced
P07275,0.59973909,5.98934213,0.13770524,0.41017171,middle,return_to_balanced
P07276,0.59974007,5.95402771,-4.69229831,0.45431686,lower,return_to_balanced
P07277,0.59976786,6.00195897,-4.87062821,0.54210683,lower,return_to_balanced
P07278,0.59986768,5.99485501,0.2860077,0.36268036,middle,return_to_balanced
P07279,0.59987101,6.00411842,5.06878888,0.14228529,upper,return_to_balanced
P07280,0.59996387,6.01433469,0.18171592,0.43797586,middle,return_to_balanced
P07281,0.60056107,5.99848958,0.10401002,0.45377421,middle,return_to_balanced
P07282,0.60058009,5.9975201,5.11305358,0.26885418,upper,return_to_balanced
P07283,0.60061477,6.05498275,0.03700149,0.34089824,middle,return_to_balanced
P07284,0.60066059,5.97575155,0.0281557,0.5111286,middle,return_to_balanced
P07285,0.60074759,6.01084319,-0.06403529,0.41614046,middle,return_to_balanced
P07286,0.60081262,6.01439081,0.23711345,0.34867067,middle,return_to_balanced
P07287,0.60094225,6.03172677,5.10091545,0.18013358,upper,return_to_balanced
P07288,0.60100154,6.04182886,5.05446582,0.1571035,upper,return_to_balanced
P07289,0.60101141,5.99725273,4.9698051,0.18999152,upper,return_to_balanced
P07290,0.60103133,6.03228305,5.22564345,0.13736973,upper,return_to_balanced
P07291,0.6011644,6.03249993,0.05418333,0.34094097,middle,return_to_balanced
P07292,0.6011864,6.02182773,0.13050043,0.21867843,middle,return_to_balanced
P07293,0.60122066,6.03423455,0.09949286,0.40908071,middle,return_to_balanced
P07294,0.60129992,5.98942505,0.05671273,0.50927718,middle,return_to_balanced
P07295,0.60131411,6.0658655,0.18226309,0.38640614,middle,return_to_balanced
P07296,0.60138161,6.01431412,-4.68876857,0.42721456,lower,return_to_balanced
P07297,0.60139537,5.99699197,0.0087252,0.38586638,middle,return_to_balanced
P07298,0.60151853,6.07045829,0.27636314,0.28277322,middle,return_to_balanced
P07299,0.6015253,6.02475962,0.02646109,0.5040025,middle,return_to_balanced
P07300,0.601591,5.9986104,0.3186087,0.31623244,middle,return_to_balanced
P07301,0.60161234,6.05181474,-0.06298183,0.35333017,middle,return_to_balanced
P07302,0.60162034,6.02536149,5.11393749,0.07896219,upper,return_to_balanced
P07303,0.60165739,6.02878271,5.01884001,0.1870098,upper,return_to_balanced
P07304,0.60171161,5.97191555,5.00077071,0.28507938,upper,return_to_balanced
P07305,0.60171941,6.06827485,0.23357977,0.49088615,middle,return_to_balanced
P07306,0.60183102,6.0450928,-0.12100629,0.52120123,middle,return_to_balanced
P07307,0.60193985,6.02569999,-0.07366592,0.57734507,middle,return_to_balanced
P07308,0.60203242,6.01509096,-4.87446608,0.53681018,lower,return_to_balanced
P07309,0.60214988,6.02821746,-0.00198038,0.52321579,middle,return_to_balanced
P07310,0.60226737,6.01233171,-0.13397106,0.33225382,middle,return_to_balanced
P07311,0.60230679,6.03734728,0.29913054,0.42404556,middle,return_to_balanced
P07312,0.60260501,5.99337486,0.11008894,0.5801094,middle,return_to_balanced
P07313,0.6026713,6.03169704,-5.07429562,0.41314782,lower,return_to_balanced
P07314,0.60267758,6.02863119,0.13371778,0.39857326,middle,return_to_balanced
P07315,0.60279614,6.02650696,5.05105605,0.1680986,upper,return_to_balanced
P07316,0.60285852,6.0070965,5.13127817,0.12073494,upper,return_to_balanced
P07317,0.60290567,6.00635867,-4.85370881,0.52306752,lower,return_to_balanced
P07318,0.60303885,6.01177638,5.15477843,0.188929,upper,return_to_balanced
P07319,0.60325836,6.06278069,-4.86535702,0.42354105,lower,return_to_balanced
P07320,0.60332268,6.08462854,0.15533498,0.38105488,middle,return_to_balanced
P07321,0.60347545,6.00962041,0.05782466,0.48054282,middle,return_to_balanced
P07322,0.60364797,6.05991589,-0.05003024,0.32473704,middle,return_to_balanced
P07323,0.60364984,6.0892325,0.08432581,0.46319955,middle,return_to_balanced
P07324,0.60366836,6.06204193,0.25199187,0.35140015,middle,return_to_balanced
P07325,0.60373093,6.04108532,0.06751884,0.36252566,middle,return_to_balanced
P07326,0.60374404,6.03122152,0.1728948,0.61710887,middle,return_to_balanced
P07327,0.60380107,6.03915213,-4.82962411,0.43089703,lower,return_to_balanced
P07328,0.60382441,6.0888697,4.976245,0.13133338,upper,return_to_balanced
P07329,0.60391535,6.08073524,0.12280075,0.31270549,middle,return_to_balanced
P07330,0.60402402,6.03095698,0.09996846,0.32898888,middle,return_to_balanced
P07331,0.6040596,6.05264311,5.01038473,0.03017568,upper,return_to_balanced
P07332,0.60410894,6.06187661,0.02762032,0.4388359,middle,return_to_balanced
P07333,0.60412593,6.068137,-5.00382557,0.46973982,lower,return_to_balanced
P07334,0.60417162,5.99457755,5.09772877,0.15498274,upper,return_to_balanced
P07335,0.60421659,6.07602293,0.18123909,0.34376125,middle,return_to_balanced
P07336,0.60423527,6.03124679,0.12617889,0.36333896,middle,return_to_balanced
P07337,0.60434441,6.0634604,4.90134857,0.13747066,upper,return_to_balanced
P07338,0.60457793,6.03259871,-4.88931602,0.46773506,lower,return_to_balanced
P07339,0.60458152,6.03000275,0.12757255,0.33261219,middle,return_to_balanced
P07340,0.60464286,6.04589485,-5.0187101,0.50610794,lower,return_to_balanced
P07341,0.6046523,6.03799511,0.00527963,0.31602613,middle,return_to_balanced
P07342,0.60485432,6.08193947,0.12271235,0.47120491,middle,return_to_balanced
P07343,0.60517914,6.01830156,0.05201982,0.37145096,middle,return_to_balanced
P07344,0.60518675,6.0459873,-5.05562395,0.53558239,lower,return_to_balanced
P07345,0.60520379,6.0877742,0.14669001,0.40348902,middle,return_to_balanced
P07346,0.60521406,6.06686174,-5.09860596,0.46794052,lower,return_to_balanced
P07347,0.6052232,6.06867031,0.23686986,0.26203385,middle,return_to_balanced
P07348,0.60524335,6.03663851,0.16142416,0.39432534,middle,return_to_balanced
P07349,0.60535852,6.01369108,0.16637345,0.38211895,middle,return_to_balanced
P07350,0.60539855,6.06990219,0.38341666,0.25953265,middle,return_to_balanced
P07351,0.60543045,6.09342588,-4.90513636,0.3144807,lower,return_to_balanced
P07352,0.60552216,6.0539201,4.86992448,0.11001182,upper,return_to_balanced
P07353,0.60557202,6.0250675,4.86728058,0.07125757,upper,return_to_balanced
P07354,0.60573809,6.08334993,0.08760559,0.37141942,middle,return_to_balanced
P07355,0.60584431,6.0265421,4.99548324,0.16457786,upper,return_to_balanced
P07356,0.60586007,6.01371788,0.1205281,0.30847308,middle,return_to_balanced
P07357,0.60587545,6.06817307,0.20316274,0.33104187,middle,return_to_balanced
P07358,0.60595847,6.05761141,-4.79783661,0.39451318,lower,return_to_balanced
P07359,0.60602195,6.05037379,4.98488075,0.07789375,upper,return_to_balanced
P07360,0.60603924,6.05855708,0.11027355,0.28259879,middle,return_to_balanced
P07361,0.60612327,6.05813557,-4.87340634,0.55225094,lower,return_to_balanced
P07362,0.60617565,6.02082838,-4.90438147,0.48608426,lower,return_to_balanced
P07363,0.60630847,6.07887688,0.14070785,0.24884328,middle,return_to_balanced
P07364,0.60640264,6.04456931,4.97534261,0.24071856,upper,return_to_balanced
P07365,0.60661132,6.05117478,4.9590372,0.2112738,upper,return_to_balanced
P07366,0.60671005,6.05643539,4.98098439,0.17540062,upper,return_to_balanced
P07367,0.6067588,6.09296489,-4.8807794,0.44671057,lower,return_to_balanced
P07368,0.60677041,6.05867675,0.16712213,0.39694557,middle,return_to_balanced
P07369,0.60678738,6.08752645,-0.00829357,0.34454375,middle,return_to_balanced
P07370,0.60679135,6.07816725,0.14751871,0.40258339,middle,return_to_balanced
P07371,0.60690022,6.09717634,-0.00161378,0.47943966,middle,return_to_balanced
P07372,0.60701766,6.03442009,0.13655116,0.42282845,middle,return_to_balanced
P07373,0.60716313,6.07851588,-0.00041066,0.43660358,middle,return_to_balanced
P07374,0.60766197,6.10804159,5.20283524,0.09414257,upper,return_to_balanced
P07375,0.60770929,6.04789367,-5.04598092,0.31336441,lower,return_to_balanced
P07376,0.60778292,6.03755409,-4.67153275,0.47393734,lower,return_to_balanced
P07377,0.60787031,6.11496668,5.03267216,0.17312612,upper,return_to_balanced
P07378,0.60792262,6.10818133,-4.91089672,0.36145573,lower,return_to_balanced
P07379,0.60809971,6.05836815,-0.03914854,0.36707232,middle,return_to_balanced
P07380,0.60814065,6.07858183,-0.05695754,0.27223403,middle,return_to_balanced
P07381,0.60840635,6.09252719,0.05412457,0.22641186,middle,return_to_balanced
P07382,0.60842387,6.07010971,-4.90552526,0.4029745,lower,return_to_balanced
P07383,0.60853283,6.06603543,0.13276072,0.37093417,middle,return_to_balanced
P07384,0.60860052,6.1051117,0.1162967,0.320627,middle,return_to_balanced
P07385,0.60870288,6.09457913,5.19284902,0.02329228,upper,return_to_balanced
P07386,0.60878108,6.04671069,-4.89078515,0.47474964,lower,return_to_balanced
P07387,0.60882135,6.12637923,-4.89380847,0.56043993,lower,return_to_balanced
P07388,0.60884967,6.10926439,0.09479905,0.37460144,middle,return_to_balanced
P07389,0.60887226,6.09862798,0.16911246,0.45660327,middle,return_to_balanced
P07390,0.60891038,6.0820754,-4.96358125,0.55693191,lower,return_to_balanced
P07391,0.60895064,6.13713573,4.81458121,0.30633247,upper,return_to_balanced
P07392,0.60904009,6.05262554,-4.82790053,0.44866656,lower,return_to_balanced
P07393,0.60905931,6.07008581,5.18491191,-0.01580891,upper,return_to_balanced
P07394,0.60909804,6.13413004,0.14308161,0.30374565,middle,return_to_balanced
P07395,0.60910613,6.07322394,5.02984537,-0.01734064,upper,return_to_balanced
P07396,0.60920495,6.07040902,-0.07294772,0.37696455,middle,return_to_balanced
P07397,0.60920817,6.10588185,0.05919247,0.45737425,middle,return_to_balanced
P07398,0.60933145,6.10051474,0.03263457,0.48072959,middle,return_to_balanced
P07399,0.60952076,6.05779273,-4.72674038,0.48643487,lower,return_to_balanced
P07400,0.60957703,6.08492875,5.1707781,0.0671597,upper,return_to_balanced
P07401,0.60960575,6.10691095,-0.00014074,0.26988425,middle,return_to_balanced
P07402,0.60967746,6.09615797,-4.83205043,0.50833997,lower,return_to_balanced
P07403,0.60971211,6.08699078,5.00687066,0.01160305,upper,return_to_balanced
P07404,0.60975198,6.06437706,-4.90477884,0.28637396,lower,return_to_balanced
P07405,0.60978905,6.09325391,5.09214413,0.05366388,upper,return_to_balanced
P07406,0.60991862,6.08661204,0.03216207,0.35416824,middle,return_to_balanced
P07407,0.6099784,6.1128477,-0.17089949,0.37638387,middle,return_to_balanced
P07408,0.61002262,6.07959083,0.15892902,0.47994096,middle,return_to_balanced
P07409,0.6100435,6.05412979,5.06318386,0.19772138,upper,return_to_balanced
P07410,0.61034652,6.08665275,4.86549551,0.10237197,upper,return_to_balanced
P07411,0.61038506,6.10177947,4.98576544,0.13627245,upper,return_to_balanced
P07412,0.61046488,6.11279881,-0.05160842,0.33046594,middle,return_to_balanced
P07413,0.61053324,6.0944458,-4.82008835,0.44821155,lower,return_to_balanced
P07414,0.61056801,6.11127376,0.13905208,0.3395882,middle,return_to_balanced
P07415,0.61057834,6.11578755,-4.93781231,0.35733069,lower,return_to_balanced
P07416,0.61063767,6.0996441,0.01656966,0.40836271,middle,return_to_balanced
P07417,0.61067121,6.13352497,4.99687731,0.01501807,upper,return_to_balanced
P07418,0.61067798,6.12235419,0.00912155,0.36943892,middle,return_to_balanced
P07419,0.6108206,6.11994602,0.14061232,0.44002269,middle,return_to_balanced
P07420,0.61085084,6.1310975,5.02599298,-0.00395964,upper,return_to_balanced
P07421,0.61118344,6.08738913,0.18661412,0.34392826,middle,return_to_balanced
P07422,0.61121037,6.14378753,0.13983859,0.41297371,middle,return_to_balanced
P07423,0.61121593,6.11903143,4.84987648,-0.06493382,upper,return_to_balanced
P07424,0.61126344,6.10186003,0.26436177,0.30518616,middle,return_to_balanced
P07425,0.61136108,6.10449784,-4.83513095,0.54339317,lower,return_to_balanced
P07426,0.61141801,6.13104278,-4.76860034,0.32479193,lower,return_to_balanced
P07427,0.61150832,6.12508711,5.01452375,0.05872387,upper,return_to_balanced
P07428,0.61151821,6.14131219,5.12799946,0.08764505,upper,return_to_balanced
P07429,0.61152899,6.1244221,0.23268075,0.33392365,middle,return_to_balanced
P07430,0.61159264,6.09677973,0.27260226,0.42167301,middle,return_to_balanced
P07431,0.61174879,6.12485438,-0.04119878,0.43765421,middle,return_to_balanced
P07432,0.61188584,6.14487456,0.15391426,0.27458277,middle,return_to_balanced
P07433,0.6119724,6.11934813,0.16578293,0.30195633,middle,return_to_balanced
P07434,0.61217508,6.1209958,0.19496098,0.2884385,middle,return_to_balanced
P07435,0.61227688,6.13019275,4.924986,0.07670101,upper,return_to_balanced
P07436,0.61247127,6.07050174,-4.75074581,0.47984951,lower,return_to_balanced
P07437,0.61247768,6.13077408,5.15376378,0.16540169,upper,return_to_balanced
P07438,0.6125365,6.17224429,-5.02187777,0.41280624,lower,return_to_balanced
P07439,0.61262995,6.12728626,0.24848325,0.46715164,middle,return_to_balanced
P07440,0.61268958,6.10431467,0.27919508,0.35905787,middle,return_to_balanced
P07441,0.61279846,6.1476408,4.93960912,0.02083562,upper,return_to_balanced
P07442,0.61280652,6.08663008,-4.98017358,0.42335322,lower,return_to_balanced
P07443,0.61285612,6.11748247,-4.93180286,0.43368338,lower,return_to_balanced
P07444,0.61307658,6.13036037,0.28021066,0.30346901,middle,return_to_balanced
P07445,0.61317144,6.14683666,0.09790872,0.37039625,middle,return_to_balanced
P07446,0.61320835,6.13176138,0.2555158,0.43498079,middle,return_to_balanced
P07447,0.61337187,6.15556531,-4.95564919,0.43747675,lower,return_to_balanced
P07448,0.61338996,6.17539815,0.02840894,0.26321385,middle,return_to_balanced
P07449,0.61349341,6.2062587,4.99074254,0.00105799,upper,return_to_balanced
P07450,0.61352724,6.14289181,-4.81357459,0.30935502,lower,return_to_balanced
P07451,0.61355702,6.18405525,-0.08862728,0.4530377,middle,return_to_balanced
P07452,0.61358687,6.14484203,-0.02986956,0.41658355,middle,return_to_balanced
P07453,0.61361833,6.10456777,5.13096472,0.02585084,upper,return_to_balanced
P07454,0.61367405,6.09919966,5.22778326,0.09683645,upper,return_to_balanced
P07455,0.6140854,6.11065028,5.12311102,0.05637821,upper,return_to_balanced
P07456,0.61416152,6.13985243,0.18596001,0.38126935,middle,return_to_balanced
P07457,0.61417278,6.14530021,0.31770426,0.35078299,middle,return_to_balanced
P07458,0.61424462,6.13449176,0.20133755,0.36045603,middle,return_to_balanced
P07459,0.6142886,6.14369822,5.05336318,0.11006396,upper,return_to_balanced
P07460,0.61446616,6.16587926,4.90033509,0.00657179,upper,return_to_balanced
P07461,0.61449866,6.1185932,0.15283577,0.40229639,middle,return_to_balanced
P07462,0.61455957,6.10099519,4.98362318,0.01070927,upper,return_to_balanced
P07463,0.61467491,6.13617651,-4.99540614,0.46215042,lower,return_to_balanced
P07464,0.61469542,6.15563154,0.2195075,0.32871457,middle,return_to_balanced
P07465,0.61491846,6.16236334,5.15043443,0.02776101,upper,return_to_balanced
P07466,0.61492332,6.12133953,0.21727764,0.56629903,middle,return_to_balanced
P07467,0.61500496,6.16466842,0.17413607,0.35894938,middle,return_to_balanced
P07468,0.615018,6.19381433,0.15799947,0.3266812,middle,return_to_balanced
P07469,0.61502281,6.15059704,0.20580482,0.24605607,middle,return_to_balanced
P07470,0.61506562,6.13640568,0.08709492,0.36273912,middle,return_to_balanced
P07471,0.61513379,6.13798976,-4.87960866,0.65638819,lower,return_to_balanced
P07472,0.61514754,6.14021648,0.08461433,0.35516811,middle,return_to_balanced
P07473,0.61524076,6.14363902,-4.87698124,0.44277957,lower,return_to_balanced
P07474,0.6152409,6.20811646,-4.8738656,0.49894879,lower,return_to_balanced
P07475,0.61532517,6.1564615,-0.07714327,0.30154255,middle,return_to_balanced
P07476,0.61533279,6.18592767,-4.80395906,0.42192794,lower,return_to_balanced
P07477,0.61538665,6.14854352,0.03485594,0.50770011,middle,return_to_balanced
P07478,0.61557323,6.11778622,5.02276367,0.1571362,upper,return_to_balanced
P07479,0.61557831,6.13039119,0.03568123,0.39048001,middle,return_to_balanced
P07480,0.61572166,6.1416136,4.97682065,-0.065746,upper,return_to_balanced
P07481,0.61575947,6.13845624,0.16945995,0.33495246,middle,return_to_balanced
P07482,0.61583557,6.16293051,4.99685069,0.0677125,upper,return_to_balanced
P07483,0.61623406,6.17987921,0.27265592,0.40749251,middle,return_to_balanced
P07484,0.61624307,6.178795,-4.87824075,0.5000017,lower,return_to_balanced
P07485,0.61630067,6.18489743,0.10719872,0.32248021,middle,return_to_balanced
P07486,0.61631724,6.14442712,0.06850523,0.41717797,middle,return_to_balanced
P07487,0.61642731,6.13914602,-0.08634446,0.40565651,middle,return_to_balanced
P07488,0.61643015,6.18616296,5.02137735,0.03928034,upper,return_to_balanced
P07489,0.61643903,6.16948289,0.01573889,0.33712047,middle,return_to_balanced
P07490,0.61645592,6.12553762,0.2811922,0.38169786,middle,return_to_balanced
P07491,0.61654445,6.16881955,0.19747708,0.28991264,middle,return_to_balanced
P07492,0.61659192,6.16359381,-4.92163475,0.46412411,lower,return_to_balanced
